,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,year,cast,crew,keywords,movieId,imdbId,tmdbId,score
15286,15286,15286,15286,False,,980000,Documentary,http://lordsaveusthemovie.com/,42910,tt1237900,English,"Lord, Save Us from Your Followers","The humorous, provocative and moving examination of the Culture Wars and faith in America. Featuring interviews from all sides of the issues, the film is a balanced, challenging and entertaining foray into the most divisive and difficult topics in our culture. Includes interviews with Al Franken, Sen. Rick Santorum, Dr. Tony Campolo, Sister Mary Timothy, Michael Reagan, Ron Luce as well as rousing man-on-the-street interviews with director Dan Merchant dressed as Bumpersticker Man, a wild Culture Wars game show pits a Liberal Media Elite team against a team of Young Conservatives and a powerful ""reverse Confession Booth"" at a Gay Pride event provides unexpected emotion",0.005079,http://img.omdbapi.com/?i=tt1237900&h=600&apikey=f3f2af9c,"Big_Finish_Media,Lightning_Strikes_Entertainment,Zaccheus_Film_Group",United_States_of_America,2008-06-13,0.0,100.0,English,Released,Why is the Gospel of Love Dividing America?,Lord Save Us,False,0.0,0.0,2008,"Himself-Dan Merchant,Himself-Bill Maher,Himself-Al Franken,Himself (archive footage)-Bono,Himself (archive footage)-George W. Bush,Himself-Tony Campolo,Himself (archive footage)-Stephen Colbert,Herself (archive footage)-Ann Coulter,Himself (archive footage)-James C. Dobson",Dan Merchant,,,,,0.0
15780,15780,15780,15780,False,Tekken_Collection,30000000,"Crime,Drama,Action,Thriller,Science_Fiction",,42194,tt0411951,English,TEKKEN,"In the year of 2039, after World Wars destroy much of the civilization as we know it, territories are no longer run by governments, but by corporations; the mightiest of which is the Mishima Zaibatsu. In order to placate the seething masses of this dystopia, Mishima sponsors Tekken, a tournament in which fighters battle until only one is left standing.",12.17886,http://img.omdbapi.com/?i=tt0411951&h=600&apikey=f3f2af9c,"Namco,Light_Song_Films","United_States_of_America,Japan,China",2010-03-20,967000.0,92.0,"日本語,普通话,English",Released,Survival is no game,TEKKEN,False,5.2,185.0,2010,"Jin Kazama-Jon Foo,Christie Monteiro-Kelly Overton,Heihachi Mishima-Cary-Hiroyuki Tagawa,Kazuya-Ian Anthony Dale,Steve Fox-Luke Goss,Eddy Gordo-Lateef Crowder,Kara-Mircea Monroe,Jun Kazama-Tamlyn Tomita,Marschall Law-Cung Le,Nina Williams-Candice Hillebrand,Anna Williams-Marian Zapico,Raven-Darrin Henson,Jack-David Pitt,Sergei Dragunov-Anton Kasabov,Lee Chaolan-Taiyo Sugiura,Hwoarang-Jae Hee,Yoshimitsu-Gary Ray Stearns,Vosk-Jonathan Kowalsky,Bryan Fury-Gary Daniels,Tekken Med-Tech-Cassie Shea Watson",Dwight H. Little,"martial arts,dystopia,based on video game,martial arts tournament",,,,0.0
9264,9264,9264,9264,False,,0,"Horror,Thriller",,9439,tt0222368,Spanish,Los sin nombre,"The mutilated body of a six year old girl is found in a water hole. The girl is identified as the missing daughter of Claudia. However, only two peices of evidence could be used to identify her; a bracelet with her name on it near the crime scene, and the fact that her right leg was three inches longer than her left. All other methods of identification were removed from her body. Five years later Claudia, now addicted to tranquilizers, receives a phone call from someone claiming to be her daughter, asking for her mother to come find her before 'they' kill her. Other mysterious clues show up, further indicating that Claudia's daughter is indeed still alive, and very much in danger. Claudia, a run-down ex-cop, and a parapsychology reporter put together the clues to discover Angela's whereabouts",2.564327,http://img.omdbapi.com/?i=tt0222368&h=600&apikey=f3f2af9c,Filmax,Spain,1999-10-08,0.0,102.0,Español,Released,Trying to reach the limits of evil... But evil has no limits.,The Nameless,False,4.9,34.0,1999,"Claudia Horts de Gifford-Emma Vilarasau,Bruno Massera-Karra Elejalde,Quiroga-Tristán Ulloa,Franco-Toni Sevilla,Marc Gifford-Brendan Price",Jaume Balagueró,"rape,mother daughter relationship,call",,,,0.0
8500,8500,8500,8500,False,,0,"Comedy,Romance",,33115,tt0040919,English,Unfaithfully Yours,"Sir Alfred De Carter suspects his wife of infidelity. While conducting a symphony orchestra, he imagines three different ways of dealing with the situation.",3.473029,http://img.omdbapi.com/?i=tt0040919&h=600&apikey=f3f2af9c,Twentieth_Century_Fox_Film_Corporation,United_States_of_America,1948-12-10,0.0,105.0,English,Released,"Will somebody ""get her"" tonite?",Unfaithfully Yours,False,7.8,22.0,1948,"Sir Alfred de Carter-Rex Harrison,Daphne de Carter-Linda Darnell,August Henshler-Rudy Vallee,Barbara Henshler-Barbara Lawrence,Tony Windborn-Kurt Kreuger,Hugo Standoff-Lionel Stander,Lannie - Hatcheck Girl-Laurette Luez,Sweeney-Edgar Kennedy,House Detective-Al Bridge,Tailor-Julius Tannen,Schultz-Torben Meyer,Jules-Robert Greig",Preston Sturges,"orchestra,symphony",,,,0.0
35641,35641,35641,35641,False,,0,"Comedy,Romance",,80618,tt1954498,English,He's Mine Not Yours,"Kent is ready to put his playboy past behind him and marry the girl he loves- but first, he has to prove he's changed his ways for good.",0.117226,http://img.omdbapi.com/?i=tt1954498&h=600&apikey=f3f2af9c,,,2011-12-06,0.0,104.0,English,Released,You Can't Lose What You Never Had,He's Mine Not Yours,False,5.5,2.0,2011,"Brooke-Gabrielle Dennis,Valerie-Kelsey-Maree Eckstein,Danielle-Nadine Ellis,Waitress-Brely Evans,Kent-Jason Weaver,Chante Brown-Marilinda Rivera",Roger Melvin,,,,,0.0
8450,8450,8450,8450,False,,2627000,"Drama,Romance,War",,43306,tt0035959,English,A Guy Named Joe,"Pete Sandidge (Tracy), a daredevil bomber pilot, dies when he crashes his plane into a German aircraft carrier, leaving his devoted girlfriend, Dorinda (Irene Dunne), who is also a pilot, heartbroken. In heaven, Pete receives a new assignment: he is to become the guardian angel for Ted Randall (Van Johnson), a young Army flyer. Invisibly, Pete guides Ted through flight school and into combat, but the ectoplasmic mentor's tolerance is tested when Ted falls for Dorinda. Ultimately, however, Pete not only comes to terms with their relationship but also acts as Dorinda's copilot when she undertakes a dangerous bombing raid, so that Ted won't have to. Remade by Steven Speilberg in 1989 as ALWAYS",0.662665,http://img.omdbapi.com/?i=tt0035959&h=600&apikey=f3f2af9c,Metro-Goldwyn-Mayer_(MGM),United_States_of_America,1944-03-01,5363000.0,120.0,English,Released,A GUY - A GAL - A PAL - It's Swell!,A Guy Named Joe,False,6.0,8.0,1944,"Pete Sandidge-Spencer Tracy,Dorinda Durston-Irene Dunne,Ted Randall-Van Johnson,Al Yackey-Ward Bond,'Nails' Kilpatrick-James Gleason,The General-Lionel Barrymore,Dick Rumney-Barry Nelson,Ellen Bright-Esther Williams,Col. Sykes-Henry O'Neill,James J. Rourke-Don DeFore,Sanderson-Charles Smith,Maj. Corbett-Addison Richards,Henderson-Irving Bacon,Girlfriend of Rourke-Eve Whitney",Victor Fleming,"pilot,airplane,ghost",,,,0.0
515,515,515,515,False,,20000000,Comedy,,8005,tt0107977,English,Robin Hood: Men in Tights,"Robin Hood comes home after fighting in the Crusades to learn that the noble King Richard is in exile and that the despotic King John now rules England, with the help of the Sheriff of Rottingham. Robin Hood assembles a band of fellow patriots to do battle with King John and the Sheriff.",17.136672,http://img.omdbapi.com/?i=tt0107977&h=600&apikey=f3f2af9c,"Gaumont,Twentieth_Century_Fox_Film_Corporation,Brooksfilms","France,United_States_of_America",1993-07-28,35739755.0,104.0,English,Released,"The legend had it coming... Find out where Robin Hood put his Little John, what made Will Scarlet, and what did Friar Tuck into his tights that Maid Marion all of a quiver?",Robin Hood: Men in Tights,False,6.4,575.0,1993,"Robin Hood-Cary Elwes,Don Giovanni-Dom DeLuise,Sheriff of Rotingham-Roger Rees,Ahchoo-Dave Chappelle,Little John-Eric Allan Kramer,King Richard-Patrick Stewart,Broomhilde-Megan Cavanagh,Prince John-Richard Lewis,Asneeze-Isaac Hayes,Maid Marian-Amy Yasbeck,Blinkin-Mark Blankfield,Will Scarlet O'Hara-Matthew Porretta,Latrine-Tracey Ullman,The Abbot-Dick Van Patten,The Hangman-Robert Ridgely,Rabbi Tuckman-Mel Brooks,Villager-Robert Noble",Mel Brooks,"witch,tree house,robin hood,forest,taxes,thief,parody,arrow,spoof,tournament",,,,0.0
1039,1039,1039,1039,False,,200000,"Comedy,Romance",,10218,tt0117802,English,Swingers,"This is a story about Mike, a guy who left his girl in New York when he came to LA to be a star. It's been six months since his girlfriend left him and he's not doing so good. So, his pal and some other friends try and get him back in the social scene and forget about his 6 year relationship.",6.578025,http://img.omdbapi.com/?i=tt0117802&h=600&apikey=f3f2af9c,"Miramax_Films,Independent_Pictures_(II),The_Alfred_Shay_Company_Inc.",United_States_of_America,1996-10-18,4505922.0,94.0,English,Released,Cocktails first. Questions later.,Swingers,False,6.8,255.0,1996,"Mike Peters.-Jon Favreau,Trent Walker.-Vince Vaughn,Rob-Ron Livingston,Sue-Patrick Van Horn,Charles-Alex Désert,Lorraine-Heather Graham,Christy-Deena Martin,Lisa-Katherine Kendall,Nikki-Brooke Langton,Girl with Cigar-Blake Lindsley,Vegas Dealer-Kevin James Kelly,Vegas Waitress-Stephanie Ittleson,$100 Gambler-Vernon Vaughn,$5 Winner-Joan Favreau,Skully-Rio Hackford,Girl at Party-Jan Dykstra,Peek-a-boo Girl-Maddie Corman,Dresden Lounge Act-Marty & Elayne,Derby Band-Big Bad Voodoo Daddy,$100 Gambler-Sheri Rosenblum,$100 Gambler-Stasea Rosenblum,$5 Gambler-Pamela Shaw,Pit Boss-Tom Alley,Lounge Lizard-Reverend Phil Dixon,Bartender-Ashley M. Rogers,Skully's Crew / Derby Dancer-Jay Diola,Skully's Crew-Nicholas Gagliarducci,Skully's Crew-David Gould,Skully's Crew-Bill Phillips,Pink Dot Guy-Mansur Hamud,Party Mystery Guy-Ahmed Ahmed,Derby Lady-Eufemia Plimpton,Derby Lady-Melinda Starr,Dresden Lady-Samantha Lemole,Dresden Lady-Jessica Buchman,Diner Waitress-Caroline O'Meara,Derby Doorman-Gary Auerbach,Derby Doorman-Brad Halvorson,Diner Patron-Christopher R. Joyce,Diner Patron-Edward Rissien,Diner Patron-Jenna Rissien,Diner Patron-Mark Smith,Derby Dancer-John Abrham,Derby Dancer-Rachel Gallaghan,Derby Dancer-Lisa Guerriero,Derby Dancer-Thomas Hall,Derby Dancer-Damiana Kamishin,Derby Dancer-Curtis Lindersmith,Derby Dancer-Jennifer Lucero,Derby Dancer-Pinki Marsolek,Derby Dancer-Rhonda Martin,Derby Dancer-Martina Migenes,Derby Dancer-Paul Mojica,Derby Dancer-Sam Mollo,Derby Dancer-Jacob Morris,Derby Dancer-Michael Scott,Derby Dancer-Bernard Serrano,Derby Dancer-Rosalind Smith,Derby Dancer-Molly Stern,Derby Dancer-Johnny Walker,Derby Dancer-Lisa Wolstein",Doug Liman,"independent film,stuffed animal,hollywood,drink,swinger,producer,following someone,name calling,aspiring actor,actor",,,,0.0
1081,1081,1081,1081,False,,1800000,Drama,,702,tt0044081,English,A Streetcar Named Desire,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,7.301719,http://img.omdbapi.com/?i=tt0044081&h=600&apikey=f3f2af9c,"Charles_K._Feldman_Group,Warner_Bros.",United_States_of_America,1951-09-18,8000000.0,125.0,English,Released,"...Blanche, who wanted so much to stay a lady...",A Streetcar Named Desire,False,7.6,291.0,1951,"Blanche DuBois-Vivien Leigh,Stanley Kowalski-Marlon Brando,Stella Kowalski-Kim Hunter,Harold Mitchell-Karl Malden,Steve-Rudy Bond,Pablo Gonzales-Nick Dennis,Eunice-Peg Hillias,A Collector-Wright King,A Doctor-Richard Garrick,The Matron-Ann Dere,The Mexican Woman-Edna Thomas,A Sailor-Mickey Kuhn,Foreman (uncredited)-Mel Archer,Giggling Woman with Eunice (uncredited)-Marietta Canty,Passerby (uncredited)-John George,Policeman (uncredited)-Lyle Latell,Passerby (uncredited)-Charles Wagenheim,Vendor (uncredited)-Buck Woods,Minor Role (uncredited)-Dahn Ben Amotz",Elia Kazan,"southern usa,rape,sister sister relationship,loss of sense of reality,brother-in-law,violent husband,new orleans,middle aged woman,brother-in-law sister-in-law relationship,light bulb,expectant father,off screen rape",702.0,62952.0,753.0,0.0
1398,1398,1398,1398,False,,0,"Drama,Comedy,Romance,Foreign",,43775,tt0109949,Spanish,Guantanamera,,0.496315,http://img.omdbapi.com/?i=tt0109949&h=600&apikey=f3f2af9c,,"Spain,Germany,Cuba",1995-01-01,0.0,105.0,Español,Released,,Guantanamera,False,8.0,3.0,1995,"Adolfo-Carlos Cruz ,Candido-Raúl Eguren ,Ramon-Pedro Fernández ,Tony-Luis Alberto García,Mariano-Jorge Perugorría,Georgina-Mirta Ibarra,Yoyita-Conchita Brando,Iku-Suset Pérez Malberti",Tomás Gutiérrez Alea,,,,,0.0
1441,1441,1441,1441,False,Power_Rangers_Collection,10000000,"Action,Adventure,Family,Fantasy,Science_Fiction,Thriller",,6499,tt0120389,English,Turbo: A Power Rangers Movie,"The legendary Power Rangers must stop the evil space pirate Divatox from releasing the powerful Maligore from his volcanic imprisonment on the island of Muranthias, where only the kindly wizard Lerigot has the key to release him. The hope of victory lies in the Ranger's incredible new Turbo powers and powerful Turbo Zords.",5.436745,http://img.omdbapi.com/?i=tt0120389&h=600&apikey=f3f2af9c,"Twentieth_Century_Fox_Film_Corporation,Saban_Entertainment,Toei_Company","Japan,United_States_of_America",1997-03-27,17979739.0,99.0,English,Released,The Power Is Back!,Turbo: A Power Rangers Movie,False,4.6,60.0,1997,"Adam Park / Green Ranger-Johnny Yong Bosch,Tanya Sloan / Yellow Ranger-Nakia Burrise,Tommy Oliver / Red Ranger-Jason David Frank,Katherine Hillard / Pink Ranger-Catherine Sutherland,Kimberly Hart-Amy Jo Johnson,Rocky DeSantos-Steve Cardenas,Jason Lee Scott-Austin St. John,Eugene 'Skull' Skullovitch-Jason Narvy,Farkas ""Bulk"" Bulkmeier-Paul Schrier,Justin Stewart / Blue Ranger-Blake Foster,Divatox-Hilary Shepard,Lt. Jerome Stone-Gregg Bullock,Ernie-Richard Genelle,Rita Repulsa-Carla Perez,Rygog / Lord Zedd-Edwin Neal",Shuki Levy,"california,narration,volcano,child hero,sequel,human sacrifice,piloted robot,pirate,car,superhero team,martial arts tournament,film starts with text,pirate ship,child",6499.0,12532.0,42511.0,0.0
1569,1569,1569,1569,False,,0,"Comedy,Romance",,33657,tt0120151,English,A Smile Like Yours,A comedy about a couple who cannot conceive a baby,2.507368,http://img.omdbapi.com/?i=tt0120151&h=600&apikey=f3f2af9c,"Paramount_Pictures,Rysher_Entertainment",United_States_of_America,1997-08-27,0.0,98.0,English,Released,The shortest distance between two people is a certain smile.,A Smile Like Yours,False,3.2,6.0,1997,"Danny Robertson-Greg Kinnear,Jennifer Robertson-Lauren Holly,Nancy Tellen-Joan Cusack,Steve Harris-Jay Thomas,Lindsay Hamilton-Jill Hennessy,Richard Halstrom-Christopher McDonald,Dr. Felber-Donald Moffat,Dr. Chin-France Nuyen,Nurse Wheeler-Marianne Muellerleile,Holly-Sheridan Samples,Woman in Window / Woman on Plane-Barbara Larsen,Welder-Tony Abou-Ganim,Welder-Nick Scoggin,Karaoke Act 2-Nicholas Bearde,Karaoke Act 3-June Carryl,Karaoke Act 3-Latrice Sellers,Karaoke Act 3-Lynda Marie Sellers,Baseball Buddy-Paul Ghiringhelli,Baseball Buddy-Richard Thorn,Pool Hall Guy-T. Michael Sutton,Clinic Video Narrator (voice)-Ben Stein,Woman at Fertility Clinic-Meggan Kimberley,Pregnant Mother-Nancy Carlin,Surrell Board Member-Tony Amatullo,Surrell Board Member-Brad Rivers,Woman Entering Fertility Clinic-Terri Orth-Pallavicini,Maitre D'-Michael Santo,Guy on Plane-James Cranna,Perky Airline Representative-Marle Gaines,Taxi Driver-Charlie Holliday,Angry Flight Attendant-Helen Swee,Woman on Plane-Joy Michiel,Nancy Tellen's Groom-Jim Burk,Helicopter Pilot-Robert 'Bobby Z' Zajonc,Restaurant Patron-Trenton Brisco,Nancy Tellen's Friend at Lunch-Monique Carmona,Restaurant Patron-Jane Scatena,Girl in Club-Angel Sessions,Ticket Agent (uncredited)-Flynn Beck,Pregnant Woman (uncredited)-Kristy Connelly,Nurse (uncredited)-Karen Lenore Dawson,Pool Player (uncredited)-Bob Grochau,Outside Waitress (uncredited)-Kristy King,Man on Airplane-Scott Allen Logan,Martha (uncredited)-Shirley MacLaine,Man on Airplane (uncredited)-Scott Allen Logan,Man on Airplane (uncredited)-Tod Purvis,Welder (uncredited)-Marciano Ricky,San Francisco Giants Fan (uncredited)-Peggy Sandow",Keith Samples,,,,,0.0
1615,1615,1615,1615,False,Mortal_Kombat_Collection,30000000,"Action,Fantasy,Science_Fiction",,9823,tt0119707,English,Mortal Kombat: Annihilation,"A group of heroic warriors has only six days to save the planet in ""Mortal Kombat Annihilation."" To succeed they must survive the most spectacular series of challenges any human, or god, has ever encountered as they battle an evil warlord bent on taking control of Earth. Sequel to the film ""Mortal Kombat,"" and based on the popular video game.",6.532498,http://img.omdbapi.com/?i=tt0119707&h=600&apikey=f3f2af9c,"New_Line_Cinema,Threshold_Entertainment",United_States_of_America,1997-11-21,51376861.0,95.0,English,Released,"The world was created in six days, so too shall it be destroyed and on the seventh day mankind will rest... in peace",Mortal Kombat: Annihilation,False,3.8,225.0,1997,"Liu Kang-Robin Shou,Kitana-Talisa Soto,Rayden-James Remar,Sonya Blade-Sandra Hess,Jax-Lynn 'Red' Williams,Shao-Kahn-Brian Thompson,Shinnok-Reiner Schöne,Sindel-Musetta Vander,Jade-Irina Pantaeva,Motaro-Deron McBee,Sheeva-Marjean Holden,Nightwolf-Litefoot,Johnny Cage-Chris Conrad,Ermac-John Medlen,Cyrax / Scorpion-J.J. Perry,Rain-Tyrone C. Wiggins,Baraka-Dennis Keiffer,Smoke-Ridley Tsui,Sub-Zero-Keith Cooke,Elder God #1-Lance LeGault,Elder God #2-Carolyn Seymour,Mileena-Dana Hee,Raptor #3 / Tarkatan (Baraka) #2-Ray Park,Scorpion (voice)-Ed Boon",John R. Leonetti,"martial arts,authority,tournament,battle,fighting,based on video game,hand to hand combat",,,,0.0
1987,1987,1987,1987,False,,15000000,"Drama,Music,Family",,15300,tt0104990,English,Newsies,"A week in the life of the exploited, child newspaper sellers in turn-of-the-century New York. When their publisher, Joseph Pulitzer, tries to squeeze a little more profit out of their labours, they organize a strike, only to be confronted with the Pulitzer's hard-ball tactics.",4.095602,http://img.omdbapi.com/?i=tt0104990&h=600&apikey=f3f2af9c,"Walt_Disney_Pictures,Touchwood_Pacific_Partners_1",United_States_of_America,1992-04-10,0.0,121.0,English,Released,A Thousand Voices. A Single Dream.,Newsies,False,6.2,66.0,1992,"Jack 'Cowboy' Kelly-Christian Bale,Bryan Denton-Bill Pullman,Medda Larkson-Ann-Margret,Joseph Pulitzer-Robert Duvall,David Jacobs-David Moscow,Les Jacobs-Luke Edwards,Racetrack Higgins-Max Casella,Spot Conlon-Gabriel Damon,Crutchy-Marty Belafsky,Boots-Arvie Lowe Jr.,Mush-Aaron Lohr,Snitch-Dee Caspary",Kenny Ortega,"juvenile crime,child empowerment,brawl,boy singer,name change,slingshot,juvenile detention",,,,0.0
2771,2771,2771,2771,False,,11000000,"Fantasy,Adventure",,11527,tt0082348,English,Excalibur,"The myth of King Arthur brought to the screen. Uthur Pendragon is given the mystical sword Excalibur by Merlyn. At his death Uthur buries the sword into a stone, and the next man that can pull it out will be King of England. Years later Arthur, Uthur's bastard son draws Excalibur and becomes king. Arthur's evil half-sister Morgana sires a son with him, who may prove his downfall.",8.800455,http://img.omdbapi.com/?i=tt0082348&h=600&apikey=f3f2af9c,"Orion_Pictures,Warner_Bros.","United_Kingdom,United_States_of_America",1981-04-10,34967437.0,140.0,English,Released,Forged by a god. Foretold by a wizard. Found by a king.,Excalibur,False,7.1,241.0,1981,"King Arthur-Nigel Terry,Morgana-Helen Mirren,Lancelot-Nicholas Clay,Guenevere-Cherie Lunghi,Perceval-Paul Geoffrey,Merlin-Nicol Williamson,Cornwall-Corin Redgrave,Leondegrance-Patrick Stewart,Uryens-Keith Buckley,Sir Ector-Clive Swift,Gawain-Liam Neeson,Uther Pendragon-Gabriel Byrne,Mordred-Robert Addie,Igrayne-Katrine Boorman,King Lot-Ciarán Hinds,Kay-Niall O'Brien",John Boorman,"holy grail,love triangle,england,prophecy,rape,sex,adultery,witch,mythology,magic,fog,castle,knight,vision,tournament,duel,battle,incest,mist,wizard,affair,revelry,sword and sorcery",,,,0.0
3234,3234,3234,3234,False,,0,"Comedy,Drama",,139058,tt0061801,English,I'll Never Forget What's'isname,"Advertising golden boy Andrew Quint is fed up with his fabulously successful life. In very dramatic fashion, he quits his job to return to writing for a small literary magazine. He wants to leave his former life behind, going as far as saying good-bye to his wife and mistresses. He finds, however, that it's not so easy to escape the past.",0.29714,http://img.omdbapi.com/?i=tt0061801&h=600&apikey=f3f2af9c,Scimitar_Productions,United_Kingdom,1967-12-18,0.0,97.0,English,Released,"He smashed up his desk, gave up a wife, three mistresses and went back to the simple life. Then his troubles really started!",I'll Never Forget What's'isname,False,7.0,3.0,1967,"Jonathan Lute-Orson Welles,Andrew Quint-Oliver Reed,Georgina Elben-Carol White,Gerald Sater-Harry Andrews,Headmaster-Michael Hordern,Louise Quint-Wendy Craig,Nicholas-Norman Rodway,Josie-Marianne Faithfull,Chaplain-Frank Finlay,Carla-Ann Lynn,Charles Maccabee-Harvey Hall,Susannah-Lyn Ashley,-Basil Dignam,Michael Cornwall-Mark Burns,Kellaway-Mark Eden,Lewis Force-Stuart Cooper,Anna-Veronica Clifford,Eldrich-Roland Curram,Bankman-Peter Graves,Galloway-Robert Mill,Walter-Edward Fox",Michael Winner,advertising,139058.0,253225.0,78210.0,0.0
4150,4150,4150,4150,False,,0,"Romance,Drama",,52654,tt0211492,English,The Luzhin Defence,"Based upon the novel by Vladimir Nabokov, a chess grandmaster travels to Italy in the 1920s to play in a tournament and falls in love.",0.879721,http://img.omdbapi.com/?i=tt0211492&h=600&apikey=f3f2af9c,,,2000-08-21,0.0,109.0,"English,Italiano",Released,Two worlds collide when an eccentric genius falls in love with a strong-willed society beauty.,The Luzhin Defence,False,6.6,15.0,2000,"Aleksandr Ivanovich 'Sascha' Luzhin-John Turturro,Natalia Katkov-Emily Watson,Vera, Natalia's Mother-Geraldine James",Marleen Gorris,"italy,chess,based on novel,independent film,chess tournament,woman director,1920s",,,,0.0
4189,4189,4189,4189,False,,65000000,"Adventure,Drama,Romance,Action",,9476,tt0183790,English,A Knight's Tale,"William Thatcher, a peasant, is sent to apprentice with a Knight named Hector as a young boy. Urged by his father to ""change his Stars"", he assumes Sir Hector's place in a tournament when Hector dies in the middle of it. He wins. With the other apprentices, he trains and assumes the title of Sir Ulrich von Lichtenstein.",10.90061,http://img.omdbapi.com/?i=tt0183790&h=600&apikey=f3f2af9c,"Columbia_Pictures_Corporation,Escape_Artists,Black_and_Blu_Entertainment,Finestkind",United_States_of_America,2001-05-11,117487473.0,132.0,English,Released,He Will Rock You,A Knight's Tale,False,6.6,933.0,2001,"Sir William Thatcher / Sir Ulrich von Lichtenstein of Gelderland-Heath Ledger,Count Adhemar of Anjou-Rufus Sewell,Lady Jocelyn-Shannyn Sossamon,Geoffrey Chaucer-Paul Bettany,Kate-Laura Fraser,Roland-Mark Addy,Wat-Alan Tudyk,Edward, the Black Prince of Wales/Sir Thomas Colville-James Purefoy,Christiana-Bérénice Bejo,Germaine-Scott Handy,John Thatcher-Christopher Cazenove,Simon the Summoner-Steven O'Donnell,Peter the Pardoner-Jonathan Slinger,Sir Ector-Nick Brimble,Old Bishop-Roger Ashton-Griffiths,Relic Seller-David Schneider",Brian Helgeland,"poetry,knight,tournament,duel,torture,writer,impostor,church,game,jousting,aftercreditsstinger",,,,0.0
5042,5042,5042,5042,False,,75000000,"Action,History,War",,10590,tt0277434,English,We Were Soldiers,The story of the first major battle of the American phase of the Vietnam War and the soldiers on both sides that fought it.,11.34706,http://img.omdbapi.com/?i=tt0277434&h=600&apikey=f3f2af9c,"Icon_Entertainment_International,Wheelhouse_Entertainment,Motion_Picture_Production_GmbH_&_Co._Erste_KG","Germany,United_States_of_America",2002-03-01,114660784.0,138.0,"English,Tiếng Việt,Français",Released,400 U.S paratroopers. 4000 Vietnamese soldiers. 12 000 miles away from home. 1 man led them into battle.,We Were Soldiers,False,6.7,531.0,2002,"Lt. Col. Hal Moore-Mel Gibson,Maj. Bruce 'Snake' Crandall-Greg Kinnear,Julie Moore-Madeleine Stowe,Sgt. Maj. Basil Plumley-Sam Elliott,2nd Lt. Jack Geoghegan-Chris Klein,Barbara Geoghegan-Keri Russell,Joe Galloway-Barry Pepper,Capt. Tom Metsker-Clark Gregg,2nd Lt. Henry Herrick-Marc Blucas,Capt. Tony Nadal-Jsu Garcia,1st Lt. Charlie Hastings-Robert Bagnell,Sp4 Galen Bungum-Blake Heron,Sp4 Robert Ouellette-Josh Daugherty,Capt. Matt Dillon-Jon Hamm,Capt. Robert Edwards-Dylan Walsh,Sp4 Russell Adams-Erik MacArthur,Capt. Ed 'Too Tall' Freeman-Mark McCracken,Sp4 Bill Beck-Desmond Harrington,Lt. Col. Nguyen Huu An-Đơn Dương,Sgt. Ernie Savage-Ryan Hurst,Pfc. Jimmy Nakayama-Brian Tee,Cecile Moore-Sloane Momsen,Catherine Metsker-Bellamy Young,Alma Givens-Simbi Khali,Maj. Gen. Henry Kinnard-Jim Grimshaw,Sfc. Carl Palmer-Forry Smith,Sp5 Charlie 'Doc' Lose-Steven Nelson,Capt. Robert 'Doc' Carrera-Vincent Angell,Col. Tim Brown-Michael Tomlinson,Diplomatic Spook-Keith Szarabajka,Army Intelligence Officer-Tim Abell,General in Hallway-Patrick St. Esprit,Sfc. Bob White, Mortar Sergeant-Mike White,Medevac CO-Daniel Roebuck,Cab Driver-Dan Beene,Daughter Julie Moore-Taylor Momsen,Steve Moore-Devon Werkheiser,David Moore-Luke Benward,Mr. Nik-Vien Hong,NVA Officer-Joseph Hieu,Reporter-Shepard Koster,Edwards' Radio Operator-Stephen Zapotoczny,Lt. Cochran (uncredited)-Ben Allison,Sec. of Defense Robert McNamara (uncredited)-Brian Carpenter,NVA Officer (uncredited)-George Cheung,Jump Coordinator (uncredited)-Brendan Ford,French Officer (uncredited)-Justin Gordon,Army Wife (uncredited)-Shannon M. Hart,Private Davey (uncredited)-Will Klipstine,Sergeant (uncredited)-Danny Le Boyer,Pvt. Soprano (uncredited)-Matt Mangum,Young NVA Lieutenant (uncredited)-Johnny Trí Nguyễn,Lt. Col. List (uncredited)-Randy Oglesby,White Private (uncredited)-Jonathan Parks Jordan",Randall Wallace,"vietnam veteran,missile,vietnam war,army,major,based on true story,steel helmet,soldier,explosion,battle,bayonet,death,vietnamese",,,,0.0
